序号,传输方向,时间标识,帧ID,帧格式,帧类型,数据长度,数据(HEX)
9539,接收,10:08:35.354.0,0x00000190,数据帧,标准帧,0x08,00 00 00 21 00 00 0a 3a 
9540,接收,10:08:35.354.0,0x00000191,数据帧,标准帧,0x08,00 00 81 20 00 80 0a 0f 
9541,接收,10:08:35.354.0,0x00000084,数据帧,标准帧,0x08,00 00 00 7b 70 89 66 2e 
9542,接收,10:08:35.354.0,0x00000085,数据帧,标准帧,0x08,fd 00 0b 14 6c 60 00 60 
9543,接收,10:08:35.354.0,0x000001a1,数据帧,标准帧,0x08,8c 19 8d 8d 00 34 7a 36 
9544,接收,10:08:35.354.0,0x00000082,数据帧,标准帧,0x08,7d 07 d0 0e 78 05 cd 63 
9545,接收,10:08:35.354.0,0x000001a2,数据帧,标准帧,0x08,80 05 00 80 40 06 03 1a 
9546,接收,10:08:35.354.0,0x000001b0,数据帧,标准帧,0x08,00 20 98 01 00 00 04 e2 
9547,接收,10:08:35.354.0,0x000001e2,数据帧,标准帧,0x08,0a 1d 50 00 00 00 08 5d 
9548,接收,10:08:35.369.0,0x00000097,数据帧,标准帧,0x08,64 00 7c a2 c6 06 08 06 
9549,接收,10:08:35.369.0,0x00000107,数据帧,标准帧,0x08,00 30 00 00 a0 12 00 00 
9550,接收,10:08:35.369.0,0x000002aa,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
9551,接收,10:08:35.369.0,0x000000e0,数据帧,标准帧,0x08,ff ff 00 e0 b1 89 00 00 
9552,接收,10:08:35.369.0,0x00000130,数据帧,标准帧,0x08,13 01 07 cc 46 50 00 0a 
9553,接收,10:08:35.369.0,0x00000131,数据帧,标准帧,0x08,06 00 07 d0 00 00 00 0a 
9554,接收,10:08:35.369.0,0x000001f1,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
9555,接收,10:08:35.369.0,0x00000150,数据帧,标准帧,0x08,7e 00 04 0a 45 01 00 83 
9556,接收,10:08:35.369.0,0x00000120,数据帧,标准帧,0x08,fa 00 00 0f a0 fa 0c a6 
9557,接收,10:08:35.369.0,0x00000084,数据帧,标准帧,0x08,00 00 00 7b 70 89 67 01 
9558,接收,10:08:35.369.0,0x00000085,数据帧,标准帧,0x08,fd 00 0b 14 c2 60 00 70 
9559,接收,10:08:35.369.0,0x00000121,数据帧,标准帧,0x08,00 01 02 8c 00 00 0c d0 
9560,接收,10:08:35.369.0,0x00000082,数据帧,标准帧,0x08,7d 07 d0 0e 78 05 63 73 
9561,接收,10:08:35.369.0,0x00000122,数据帧,标准帧,0x08,00 00 00 00 14 00 0c 59 
9562,接收,10:08:35.369.0,0x00000123,数据帧,标准帧,0x08,00 00 00 00 05 d4 2c a7 
9563,接收,10:08:35.369.0,0x00000124,数据帧,标准帧,0x08,fe 6f 57 f8 4e e7 c0 13 
9564,接收,10:08:35.369.0,0x00000125,数据帧,标准帧,0x08,02 00 01 01 00 40 0c ca 
9565,接收,10:08:35.369.0,0x00000097,数据帧,标准帧,0x08,64 00 7c a2 c6 06 09 29 
9566,接收,10:08:35.369.0,0x00000113,数据帧,标准帧,0x08,0b 16 00 01 11 24 0b d2 
9567,接收,10:08:35.369.0,0x00000126,数据帧,标准帧,0x08,90 4a 00 00 00 00 0c 02 
9568,接收,10:08:35.369.0,0x00000127,数据帧,标准帧,0x08,00 00 00 01 00 00 0c 34 
9569,接收,10:08:35.369.0,0x0000012a,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
9570,接收,10:08:35.369.0,0x00000260,数据帧,标准帧,0x08,00 00 00 00 00 00 16 30 
9571,接收,10:08:35.369.0,0x0000026d,数据帧,标准帧,0x08,04 3d 03 00 00 00 00 00 
9572,接收,10:08:35.369.0,0x000000e0,数据帧,标准帧,0x08,00 00 00 e0 c1 82 00 00 
9573,接收,10:08:35.369.0,0x000001f0,数据帧,标准帧,0x08,04 10 00 00 00 00 0d dc 
9574,接收,10:08:35.369.0,0x00000197,数据帧,标准帧,0x08,00 08 00 00 00 00 0c 7f 
9575,接收,10:08:35.369.0,0x00000292,数据帧,标准帧,0x08,00 00 00 1f e7 00 c0 a1 
9576,接收,10:08:35.369.0,0x00000135,数据帧,标准帧,0x08,00 00 00 00 00 00 0b 4c 
9577,接收,10:08:35.369.0,0x00000136,数据帧,标准帧,0x08,00 00 01 00 00 00 0b e1 
9578,接收,10:08:35.400.0,0x00000190,数据帧,标准帧,0x08,00 00 00 21 00 00 0b 15 
9579,接收,10:08:35.400.0,0x00000191,数据帧,标准帧,0x08,00 00 81 20 00 80 0b 20 
9580,接收,10:08:35.400.0,0x00000084,数据帧,标准帧,0x08,00 00 00 7b 70 89 68 9b 
9581,接收,10:08:35.400.0,0x00000085,数据帧,标准帧,0x08,fd 00 0b 16 5f 60 00 80 
9582,接收,10:08:35.400.0,0x00000114,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
9583,接收,10:08:35.400.0,0x00000082,数据帧,标准帧,0x08,7d 07 d0 0e 78 04 52 83 
9584,接收,10:08:35.400.0,0x000001a1,数据帧,标准帧,0x08,8c 19 8d 8d 00 35 7a df 
9585,接收,10:08:35.400.0,0x000001a2,数据帧,标准帧,0x08,80 05 00 80 50 06 03 fa 
9586,接收,10:08:35.400.0,0x000001a3,数据帧,标准帧,0x08,ff 18 30 00 00 00 02 c8 
9587,接收,10:08:35.400.0,0x000001a6,数据帧,标准帧,0x08,00 7f 00 00 7f 00 00 00 
9588,接收,10:08:35.400.0,0x00000097,数据帧,标准帧,0x08,64 00 7c a2 c6 06 0a 58 
9589,接收,10:08:35.400.0,0x00000107,数据帧,标准帧,0x08,00 30 00 00 b0 f2 00 00 
9590,接收,10:08:35.400.0,0x000001a7,数据帧,标准帧,0x08,00 7f 00 00 7f 00 00 00 
9591,接收,10:08:35.400.0,0x000001b0,数据帧,标准帧,0x08,00 20 98 01 00 00 05 cd 
9592,接收,10:08:35.400.0,0x000001b2,数据帧,标准帧,0x08,53 00 6c 3f 00 00 00 00 
9593,接收,10:08:35.400.0,0x000001e2,数据帧,标准帧,0x08,0a 1d 50 00 00 00 09 72 
9594,接收,10:08:35.400.0,0x000002a0,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
9595,接收,10:08:35.400.0,0x000002e0,数据帧,标准帧,0x08,a1 00 40 10 00 00 81 98 
9596,接收,10:08:35.400.0,0x000003e1,数据帧,标准帧,0x08,00 00 00 00 00 00 0e df 
9597,接收,10:08:35.400.0,0x000000e0,数据帧,标准帧,0x08,00 00 00 e0 d1 62 00 00 
9598,接收,10:08:35.400.0,0x000003e2,数据帧,标准帧,0x08,00 00 00 00 00 00 0e df 
